NERs,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01
Australia Govt,0.0003690284487385935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia Post,0.0003019323671497583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia/6h,0.0003019323671497583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AustraliaPM,0.00013419216317767026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australian Broadcasting Corporation,0.00013419216317767026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australian Government,0.00013419216317767026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australian Labor,0.00016774020397208788,,,,,,,,,,,,,,,,,,,,,,,0.00010293784612850746,,,,,,,,,,,
Australian National University,0.00016774020397208788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia Source,0.00016774020397208788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia🦘,0.00011741814278046145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBC,0.00011741814278046145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBC News,8.387010198604385e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBCOxford,8.051529790660208e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBCWorld,0.00011406333870101967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCG,0.00018115942028985488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEF,0.00020128824476650545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BWS,0.00016774020397208783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bailey Manor,0.00010064412238325263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bali,8.946144211844677e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ballarat–Skipton,0.0001230094829128644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bangladesh,0.0001118268026480585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barry Jones,0.00015655752370728198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Based Poland,0.0001453748434424761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BeardSeason2020,0.00015655752370728198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beijing,0.00015655752370728198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,0.00015096618357487906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bella Italia,0.00018451422436929668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belmarsh,0.00013978350331007318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bette Midler,0.00015655752370728198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Betty Whites Son,0.00015655752370728198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BiPartisan,0.00015655752370728198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bill,0.0001230094829128644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
